smiles,logSolubility,ROMol,n_Atoms
CCC(O)C(C)C,-0.7,<rdkit.Chem.rdchem.Mol object at 0x15206ccaaeb0>,7
CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1,-2.3,<rdkit.Chem.rdchem.Mol object at 0x15206ccaaf20>,18
CC1(C)C2CCC1(C)C(O)C2,-2.32,<rdkit.Chem.rdchem.Mol object at 0x15206ccaaf90>,11
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.02,<rdkit.Chem.rdchem.Mol object at 0x15206ccab040>,21
CCCCCCC,-4.53,<rdkit.Chem.rdchem.Mol object at 0x15206ccab0b0>,7
Oc1cccc2ccccc12,-2.22,<rdkit.Chem.rdchem.Mol object at 0x15206ccab120>,11
CC1CCCCC1C,-4.3,<rdkit.Chem.rdchem.Mol object at 0x15206ccab190>,8
COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,-3.638,<rdkit.Chem.rdchem.Mol object at 0x15206ccab200>,31
c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-7.85,<rdkit.Chem.rdchem.Mol object at 0x15206ccab270>,20
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27,<rdkit.Chem.rdchem.Mol object at 0x15206ccab2e0>,25
CCCCCC(C)=O,-1.45,<rdkit.Chem.rdchem.Mol object at 0x15206ccab350>,8
COP(=O)(NC(C)=O)SC,0.54,<rdkit.Chem.rdchem.Mol object at 0x15206ccab3c0>,10
CCCCSP(=O)(SCCCC)SCCCC,-5.14,<rdkit.Chem.rdchem.Mol object at 0x15206ccab430>,17
O=C1NC(=O)C2C=CC=CC12,-2.932,<rdkit.Chem.rdchem.Mol object at 0x15206ccab4a0>,11
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68,<rdkit.Chem.rdchem.Mol object at 0x15206ccab510>,20
CC=C(C)C,-2.56,<rdkit.Chem.rdchem.Mol object at 0x15206ccab580>,5
Cc1ccc(C)c(C)c1,-3.31,<rdkit.Chem.rdchem.Mol object at 0x15206ccab5f0>,9
Oc1cc(Cl)c(Cl)cc1Cl,-2.21,<rdkit.Chem.rdchem.Mol object at 0x15206ccab660>,10
c1ccc2c(c1)cnc1ccccc12,-2.78,<rdkit.Chem.rdchem.Mol object at 0x15206ccab6d0>,14
CCCC(C)(O)CC,-0.98,<rdkit.Chem.rdchem.Mol object at 0x15206ccab740>,8
CCCCCCCC,-5.24,<rdkit.Chem.rdchem.Mol object at 0x15206ccab7b0>,8
c1ccc2cc3ccccc3cc2c1,-6.35,<rdkit.Chem.rdchem.Mol object at 0x15206ccab820>,14
NNc1ccccc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x15206ccab890>,8
CCC=O,0.58,<rdkit.Chem.rdchem.Mol object at 0x15206ccab900>,4
C1CCCCCCC1,-4.15,<rdkit.Chem.rdchem.Mol object at 0x15206ccab970>,8
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.077,<rdkit.Chem.rdchem.Mol object at 0x15206ccab9e0>,15
ClC(Cl)Cl,-1.17,<rdkit.Chem.rdchem.Mol object at 0x15206ccaba50>,4
O=c1ccnc(S)[nH]1,-2.273,<rdkit.Chem.rdchem.Mol object at 0x15206ccabac0>,8
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,-5.915,<rdkit.Chem.rdchem.Mol object at 0x15206ccabb30>,23
CC1=CCCCC1,-3.27,<rdkit.Chem.rdchem.Mol object at 0x15206ccabba0>,7
CCCCC(C=O)CC,-2.13,<rdkit.Chem.rdchem.Mol object at 0x15206ccabc10>,9
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,-3.0210000000000004,<rdkit.Chem.rdchem.Mol object at 0x15206ccabc80>,19
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.0,<rdkit.Chem.rdchem.Mol object at 0x15206ccabcf0>,20
CCC(C=O)CC,-1.52,<rdkit.Chem.rdchem.Mol object at 0x15206ccabd60>,7
CCCOCCC,-1.62,<rdkit.Chem.rdchem.Mol object at 0x15206ccabdd0>,7
CCCCCCCCCCCCCCO,-5.84,<rdkit.Chem.rdchem.Mol object at 0x15206ccabe40>,15
Oc1c(Cl)ccc(Cl)c1Cl,-2.64,<rdkit.Chem.rdchem.Mol object at 0x15206ccabeb0>,10
NC(N)=O,0.96,<rdkit.Chem.rdchem.Mol object at 0x15206ccabf20>,4
C#CCCC,-1.64,<rdkit.Chem.rdchem.Mol object at 0x15206ccabf90>,5
Brc1cccc(Br)c1,-3.54,<rdkit.Chem.rdchem.Mol object at 0x15206ccac040>,8
CCCCCCCCCCCCCCCCCCO,-8.4,<rdkit.Chem.rdchem.Mol object at 0x15206ccac0b0>,19
CC(=O)Nc1ccccc1,-1.33,<rdkit.Chem.rdchem.Mol object at 0x15206ccac120>,10
O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,-2.7,<rdkit.Chem.rdchem.Mol object at 0x15206ccac190>,22
NNC(=O)c1ccncc1,0.009,<rdkit.Chem.rdchem.Mol object at 0x15206ccac200>,10
OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-5.46,<rdkit.Chem.rdchem.Mol object at 0x15206ccac270>,17
CC(C)CCOC=O,-1.52,<rdkit.Chem.rdchem.Mol object at 0x15206ccac2e0>,8
CC(=O)c1ccccc1,-1.28,<rdkit.Chem.rdchem.Mol object at 0x15206ccac350>,9
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,<rdkit.Chem.rdchem.Mol object at 0x15206ccac3c0>,20
CCOP(=O)(OCC)OCC,0.43,<rdkit.Chem.rdchem.Mol object at 0x15206ccac430>,11
CC12CCC(C1)C(C)(C)C2=O,-1.85,<rdkit.Chem.rdchem.Mol object at 0x15206ccac4a0>,11
COc1cnc2cncnc2n1,-0.91,<rdkit.Chem.rdchem.Mol object at 0x15206ccac510>,12
ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64,<rdkit.Chem.rdchem.Mol object at 0x15206ccac580>,16
CC(C)[N+](=O)[O-],-0.62,<rdkit.Chem.rdchem.Mol object at 0x15206ccac5f0>,6
c1ccc2c(c1)[nH]c1ccccc12,-5.27,<rdkit.Chem.rdchem.Mol object at 0x15206ccac660>,13
OCC(O)C(O)CO,0.7,<rdkit.Chem.rdchem.Mol object at 0x15206ccac6d0>,8
CCCOC(=O)c1ccc(N)cc1,-2.452,<rdkit.Chem.rdchem.Mol object at 0x15206ccac740>,13
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,<rdkit.Chem.rdchem.Mol object at 0x15206ccac7b0>,14
O=C1CCC(=O)N1,0.3,<rdkit.Chem.rdchem.Mol object at 0x15206ccac820>,7
CCC(C)C(C)C,-4.28,<rdkit.Chem.rdchem.Mol object at 0x15206ccac890>,7
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,<rdkit.Chem.rdchem.Mol object at 0x15206ccac900>,21
CCN1c2ncccc2C(=S)N(C)c2cccnc21,-4.634,<rdkit.Chem.rdchem.Mol object at 0x15206ccac970>,19
CCN1C(=O)c2ccccc2Oc2ccccc21,-3.68,<rdkit.Chem.rdchem.Mol object at 0x15206ccac9e0>,18
C1CCOCC1,-0.03,<rdkit.Chem.rdchem.Mol object at 0x15206ccaca50>,6
C#CCCCCC,-3.01,<rdkit.Chem.rdchem.Mol object at 0x15206ccacac0>,7
COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.314,<rdkit.Chem.rdchem.Mol object at 0x15206ccacb30>,18
Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,-7.92,<rdkit.Chem.rdchem.Mol object at 0x15206ccacba0>,21
CCOC(=O)c1ccccc1,-2.32,<rdkit.Chem.rdchem.Mol object at 0x15206ccacc10>,11
CC(C)CCl,-2.0,<rdkit.Chem.rdchem.Mol object at 0x15206ccacc80>,5
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.3,<rdkit.Chem.rdchem.Mol object at 0x15206ccaccf0>,22
CCCCCCCCCCCC(=O)OC,-4.69,<rdkit.Chem.rdchem.Mol object at 0x15206ccacd60>,15
CCCSCCC,-2.58,<rdkit.Chem.rdchem.Mol object at 0x15206ccacdd0>,7
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,<rdkit.Chem.rdchem.Mol object at 0x15206ccace40>,18
CCCCCBr,-3.08,<rdkit.Chem.rdchem.Mol object at 0x15206ccaceb0>,6
C/C=C/CCCC,-3.82,<rdkit.Chem.rdchem.Mol object at 0x15206ccacf20>,7
CCCCCC1CCCC1,-6.08,<rdkit.Chem.rdchem.Mol object at 0x15206ccacf90>,10
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.42,<rdkit.Chem.rdchem.Mol object at 0x15206ccad040>,18
CC(Cl)(Cl)Cl,-2.0,<rdkit.Chem.rdchem.Mol object at 0x15206ccad0b0>,5
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,<rdkit.Chem.rdchem.Mol object at 0x15206ccad120>,14
O=C1NC(=O)C2(CCCCC2)C(=O)N1,-3.06,<rdkit.Chem.rdchem.Mol object at 0x15206ccad190>,14
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85,<rdkit.Chem.rdchem.Mol object at 0x15206ccad200>,15
Cc1ccc(Br)cc1,-3.19,<rdkit.Chem.rdchem.Mol object at 0x15206ccad270>,8
CCOCC,-0.09,<rdkit.Chem.rdchem.Mol object at 0x15206ccad2e0>,5
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.376,<rdkit.Chem.rdchem.Mol object at 0x15206ccad350>,21
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,<rdkit.Chem.rdchem.Mol object at 0x15206ccad3c0>,23
Cc1cc(C)c(O)c(C)c1,-2.05,<rdkit.Chem.rdchem.Mol object at 0x15206ccad430>,10
c1ccccc1,-1.64,<rdkit.Chem.rdchem.Mol object at 0x15206ccad4a0>,6
Clc1ccc(I)cc1,-4.03,<rdkit.Chem.rdchem.Mol object at 0x15206ccad510>,8
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,<rdkit.Chem.rdchem.Mol object at 0x15206ccad580>,15
CC(C)N(C(=O)CCl)c1ccccc1,-2.48,<rdkit.Chem.rdchem.Mol object at 0x15206ccad5f0>,14
C=Cc1ccccc1,-2.82,<rdkit.Chem.rdchem.Mol object at 0x15206ccad660>,8
COCOC,0.48,<rdkit.Chem.rdchem.Mol object at 0x15206ccad6d0>,5
Cc1ccccc1C,-2.8,<rdkit.Chem.rdchem.Mol object at 0x15206ccad740>,8
CCC(C)O,0.47,<rdkit.Chem.rdchem.Mol object at 0x15206ccad7b0>,5
Oc1ccc(O)cc1,-0.17,<rdkit.Chem.rdchem.Mol object at 0x15206ccad820>,8
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-4.955,<rdkit.Chem.rdchem.Mol object at 0x15206ccad890>,21
c1ccc2c(c1)Cc1cc3ccccc3cc1-2,-8.04,<rdkit.Chem.rdchem.Mol object at 0x15206ccad900>,17
O=C1CNC(=O)N1,-0.4,<rdkit.Chem.rdchem.Mol object at 0x15206ccad970>,7
CCCCCCc1ccc(O)cc1O,-2.59,<rdkit.Chem.rdchem.Mol object at 0x15206ccad9e0>,14
C=CCS[S+]([O-])CC=C,-0.83,<rdkit.Chem.rdchem.Mol object at 0x15206ccada50>,9
CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,-5.3820000000000014,<rdkit.Chem.rdchem.Mol object at 0x15206ccadac0>,22
Cc1c(C)c2c3ccccc3ccc2c2ccccc12,-7.01,<rdkit.Chem.rdchem.Mol object at 0x15206ccadb30>,20
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71,<rdkit.Chem.rdchem.Mol object at 0x15206ccadba0>,34
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-3.93,<rdkit.Chem.rdchem.Mol object at 0x15206ccadc10>,12
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,<rdkit.Chem.rdchem.Mol object at 0x15206ccadc80>,11
Clc1cccc(Cl)c1,-3.04,<rdkit.Chem.rdchem.Mol object at 0x15206ccadcf0>,8
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-7.15,<rdkit.Chem.rdchem.Mol object at 0x15206ccadd60>,19
CC(C)COC=O,-1.01,<rdkit.Chem.rdchem.Mol object at 0x15206ccaddd0>,7
CSc1ccccc1,-2.39,<rdkit.Chem.rdchem.Mol object at 0x15206ccade40>,8
CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,-4.207,<rdkit.Chem.rdchem.Mol object at 0x15206ccadeb0>,23
CCCCCC,-3.84,<rdkit.Chem.rdchem.Mol object at 0x15206ccadf20>,6
COC(=O)c1cccnc1,-0.46,<rdkit.Chem.rdchem.Mol object at 0x15206ccadf90>,10
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59,<rdkit.Chem.rdchem.Mol object at 0x15206ccae040>,27
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-7.82,<rdkit.Chem.rdchem.Mol object at 0x15206ccae0b0>,18
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.925,<rdkit.Chem.rdchem.Mol object at 0x15206ccae120>,18
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,<rdkit.Chem.rdchem.Mol object at 0x15206ccae190>,16
c1ccc2c(c1)c1ccccc1c1ccccc21,-6.726,<rdkit.Chem.rdchem.Mol object at 0x15206ccae200>,18
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,<rdkit.Chem.rdchem.Mol object at 0x15206ccae270>,20
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,<rdkit.Chem.rdchem.Mol object at 0x15206ccae2e0>,28
CCc1ccccn1,0.51,<rdkit.Chem.rdchem.Mol object at 0x15206ccae350>,8
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,<rdkit.Chem.rdchem.Mol object at 0x15206ccae3c0>,13
c1ccc(-c2ccccc2)cc1,-4.345,<rdkit.Chem.rdchem.Mol object at 0x15206ccae430>,12
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-8.71,<rdkit.Chem.rdchem.Mol object at 0x15206ccae4a0>,18
CN(C)c1nc(N(C)C)nc(N(C)C)n1,-3.364,<rdkit.Chem.rdchem.Mol object at 0x15206ccae510>,15
CC(C)CC(C)(C)O,-0.92,<rdkit.Chem.rdchem.Mol object at 0x15206ccae580>,8
O=C1NC(=O)C2(CCCCCC2)C(=O)N1,-3.168,<rdkit.Chem.rdchem.Mol object at 0x15206ccae5f0>,15
OCC1OC(O)(CO)C(O)C1O,0.64,<rdkit.Chem.rdchem.Mol object at 0x15206ccae660>,12
Cc1cc(C)cc(O)c1,-1.4,<rdkit.Chem.rdchem.Mol object at 0x15206ccae6d0>,9
O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.37,<rdkit.Chem.rdchem.Mol object at 0x15206ccae740>,16
CC(=O)Nc1ccc(Cl)cc1,-2.843,<rdkit.Chem.rdchem.Mol object at 0x15206ccae7b0>,11
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94,<rdkit.Chem.rdchem.Mol object at 0x15206ccae820>,19
CCC(C)(C)C,-3.55,<rdkit.Chem.rdchem.Mol object at 0x15206ccae890>,6
CNc1ccccc1,-1.28,<rdkit.Chem.rdchem.Mol object at 0x15206ccae900>,8
C=CCC=C,-2.09,<rdkit.Chem.rdchem.Mol object at 0x15206ccae970>,5
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,<rdkit.Chem.rdchem.Mol object at 0x15206ccae9e0>,29
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-1.456,<rdkit.Chem.rdchem.Mol object at 0x15206ccaea50>,14
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.604,<rdkit.Chem.rdchem.Mol object at 0x15206ccaeac0>,21
Oc1cccc(Cl)c1,-0.7,<rdkit.Chem.rdchem.Mol object at 0x15206ccaeb30>,8
Clc1cccc(Br)c1,-3.21,<rdkit.Chem.rdchem.Mol object at 0x15206ccaeba0>,8
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-3.05,<rdkit.Chem.rdchem.Mol object at 0x15206ccaec10>,17
CCC1(C)C(=O)NC(=O)NC1=O,-1.228,<rdkit.Chem.rdchem.Mol object at 0x15206ccaec80>,12
OCCOc1ccccc1,-0.7,<rdkit.Chem.rdchem.Mol object at 0x15206ccaecf0>,10
c1ccc(Cc2ccccc2)cc1,-4.08,<rdkit.Chem.rdchem.Mol object at 0x15206ccaed60>,13
CCCCCC(O)CC,-1.98,<rdkit.Chem.rdchem.Mol object at 0x15206ccaedd0>,9
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.78,<rdkit.Chem.rdchem.Mol object at 0x15206ccaee40>,28
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,<rdkit.Chem.rdchem.Mol object at 0x15206ccaeeb0>,15
CCCC(C)CO,-1.11,<rdkit.Chem.rdchem.Mol object at 0x15206ccaef20>,7
CCCCC(C)(C)O,-1.08,<rdkit.Chem.rdchem.Mol object at 0x15206ccaef90>,8
CCc1ccccc1,-2.77,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf040>,8
CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.253,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf0b0>,16
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.317,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf120>,17
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.647,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf190>,17
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf200>,26
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf270>,22
CCOC(=O)CC,-0.66,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf2e0>,7
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf350>,16
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf3c0>,16
Cc1cc2ccccc2cc1C,-4.72,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf430>,12
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-6.25,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf4a0>,15
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.39,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf510>,18
N#CN=C(N)N,-0.31,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf580>,6
O=[N+]([O-])C(Cl)(Cl)Cl,-2.0,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf5f0>,7
Clc1cccc(Cl)c1-c1ccccc1,-5.21,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf660>,14
COc1ccc(C=O)cc1,-1.49,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf6d0>,10
CC(=O)Nc1ccc([N+](=O)[O-])cc1,-2.692,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf740>,13
CCCCCCC(=O)OCC,-2.74,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf7b0>,11
CC(=O)Nc1ccc(O)cc1,-1.03,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf820>,11
c1ccc2[nH]ncc2c1,-2.16,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf890>,9
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.31,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf900>,31
Nc1nc2[nH]cnc2c(=O)[nH]1,-3.583,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf970>,11
COC(C)=O,0.46,<rdkit.Chem.rdchem.Mol object at 0x15206ccaf9e0>,5
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.743,<rdkit.Chem.rdchem.Mol object at 0x15206ccafa50>,21
C=CC(O)CCC,-0.59,<rdkit.Chem.rdchem.Mol object at 0x15206ccafac0>,7
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,-3.931,<rdkit.Chem.rdchem.Mol object at 0x15206ccafb30>,39
CCCCOCCCC,-1.85,<rdkit.Chem.rdchem.Mol object at 0x15206ccafba0>,9
CCCCCCCCCCCCO,-4.8,<rdkit.Chem.rdchem.Mol object at 0x15206ccafc10>,13
CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,-3.36,<rdkit.Chem.rdchem.Mol object at 0x15206ccafc80>,23
CCCC(C)(C)O,-0.49,<rdkit.Chem.rdchem.Mol object at 0x15206ccafcf0>,7
Nc1nc(=O)[nH]cc1F,-0.972,<rdkit.Chem.rdchem.Mol object at 0x15206ccafd60>,9
CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,-3.84,<rdkit.Chem.rdchem.Mol object at 0x15206ccafdd0>,21
CCCCCC(C)(C)O,-1.72,<rdkit.Chem.rdchem.Mol object at 0x15206ccafe40>,9
Cc1c(C)c(C)c(C)c(C)c1C,-5.23,<rdkit.Chem.rdchem.Mol object at 0x15206ccafeb0>,12
Cc1ccc(C(C)C)c(O)c1,-2.22,<rdkit.Chem.rdchem.Mol object at 0x15206ccaff20>,11
c1cnc2ncncc2n1,0.02,<rdkit.Chem.rdchem.Mol object at 0x15206ccaff90>,10
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.66,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0040>,18
C,-0.9,<rdkit.Chem.rdchem.Mol object at 0x15206ccb00b0>,1
c1ccc2c(c1)CCN2,-1.04,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0120>,9
O=[N+]([O-])c1cccc2ccccc12,-3.54,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0190>,13
CCC(C)C(C)=O,-0.67,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0200>,7
