smiles,logSolubility,ROMol,n_Atoms
Nc1nc(O)nc2nc[nH]c12,-3.401,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0270>,11
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,-4.445,<rdkit.Chem.rdchem.Mol object at 0x15206ccb02e0>,35
C[N+](=O)[O-],0.26,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0350>,4
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,<rdkit.Chem.rdchem.Mol object at 0x15206ccb03c0>,16
C=CCCC=C,-2.68,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0430>,6
c1ccc2[nH]ccc2c1,-1.52,<rdkit.Chem.rdchem.Mol object at 0x15206ccb04a0>,9
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0510>,21
C=CCCCC,-3.23,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0580>,6
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79,<rdkit.Chem.rdchem.Mol object at 0x15206ccb05f0>,23
CCC1CCCCC1,-4.25,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0660>,8
CCCCCCCC(C)=O,-2.58,<rdkit.Chem.rdchem.Mol object at 0x15206ccb06d0>,10
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0740>,22
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,<rdkit.Chem.rdchem.Mol object at 0x15206ccb07b0>,14
CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,-4.114,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0820>,20
CNC(=O)Oc1cccc2ccccc12,-3.224,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0890>,15
C#C,0.29,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0900>,2
Cc1cncc(C)c1,0.38,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0970>,8
C1=CCC=CC1,-2.06,<rdkit.Chem.rdchem.Mol object at 0x15206ccb09e0>,6
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0a50>,19
CC(O)c1ccccc1,-0.92,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0ac0>,9
CC(Cl)CCl,-1.6,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0b30>,5
CCCC=C(C=O)CC,-2.46,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0ba0>,9
CCOP(=S)(OCC)SCCSCC,-4.23,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0c10>,14
CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.284,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0c80>,25
Clc1ccc(-c2c(Cl)cccc2Cl)cc1,-6.14,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0cf0>,15
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-6.02,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0d60>,21
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0dd0>,17
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.6370000000000005,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0e40>,28
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0eb0>,25
Cc1cc(C)cc(C)c1,-3.4,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0f20>,9
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,<rdkit.Chem.rdchem.Mol object at 0x15206ccb0f90>,28
CCCCCCCCCCCCCCCO,-6.35,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1040>,16
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.39,<rdkit.Chem.rdchem.Mol object at 0x15206ccb10b0>,16
CC1(C)C(=O)NC(=O)NC1=O,-1.742,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1120>,11
CC(C)I,-2.09,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1190>,4
O=[N+]([O-])c1ccccc1[N+](=O)[O-],-3.1,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1200>,12
CC(=O)C(C)C,-0.12,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1270>,6
CCCCCCCCCCCCCCCC,-8.4,<rdkit.Chem.rdchem.Mol object at 0x15206ccb12e0>,16
Cc1cccc2sc3nncn3c12,-2.07,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1350>,13
CCCCCCC(C)=O,-2.05,<rdkit.Chem.rdchem.Mol object at 0x15206ccb13c0>,9
CCCCCCCCC(=O)OC,-3.38,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1430>,12
Fc1ccc(F)cc1,-1.97,<rdkit.Chem.rdchem.Mol object at 0x15206ccb14a0>,8
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.676,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1510>,19
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.68,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1580>,23
CCO,1.1,<rdkit.Chem.rdchem.Mol object at 0x15206ccb15f0>,3
O=C1NC(=O)C2(CCCC2)C(=O)N1,-2.349,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1660>,13
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,<rdkit.Chem.rdchem.Mol object at 0x15206ccb16d0>,17
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1740>,26
CN(C)C(=O)NC1CCCCCCC1,-2.218,<rdkit.Chem.rdchem.Mol object at 0x15206ccb17b0>,14
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-6.8,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1820>,22
CCCCCCCCBr,-5.06,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1890>,9
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,-4.883,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1900>,21
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-0.364,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1970>,17
CCC(O)CC,-0.24,<rdkit.Chem.rdchem.Mol object at 0x15206ccb19e0>,6
Cc1ccc([N+](=O)[O-])cc1,-2.49,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1a50>,10
CC(C)CCCO,-1.14,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1ac0>,7
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,-4.57,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1b30>,23
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1ba0>,22
Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.878,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1c10>,15
CCC(C)(C)O,0.15,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1c80>,6
Cc1ccc(O)cc1,-0.73,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1cf0>,8
CCOC=O,0.15,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1d60>,5
CN(C)c1ccccc1,-1.92,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1dd0>,9
C1CCC2CCCCC2C1,-5.19,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1e40>,10
CCCCS,-2.18,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1eb0>,5
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.8,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1f20>,20
ClC(Cl)=C(Cl)Cl,-2.54,<rdkit.Chem.rdchem.Mol object at 0x15206ccb1f90>,6
CCC(=O)CC,-0.28,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2040>,6
C=CC#N,0.15,<rdkit.Chem.rdchem.Mol object at 0x15206ccb20b0>,4
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2120>,29
CCCCC(C)=O,-0.8,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2190>,7
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2200>,16
CCCCC(C)CC,-5.16,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2270>,8
BrCCBr,-1.68,<rdkit.Chem.rdchem.Mol object at 0x15206ccb22e0>,4
CNC(=O)Oc1ccccc1C(C)C,-2.863,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2350>,14
O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.22,<rdkit.Chem.rdchem.Mol object at 0x15206ccb23c0>,14
c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2430>,17
COc1ccccc1Cl,-2.46,<rdkit.Chem.rdchem.Mol object at 0x15206ccb24a0>,9
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2510>,16
O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O,-5.03,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2580>,20
C=CC(=O)OC,-0.22,<rdkit.Chem.rdchem.Mol object at 0x15206ccb25f0>,6
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2660>,20
c1ccc(N=Nc2ccccc2)cc1,-4.45,<rdkit.Chem.rdchem.Mol object at 0x15206ccb26d0>,14
Cc1ccc(C(C)C)cc1,-3.77,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2740>,10
Oc1c(Cl)cccc1Cl,-1.79,<rdkit.Chem.rdchem.Mol object at 0x15206ccb27b0>,9
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.79,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2820>,23
OC1C(O)C(O)C(O)C(O)C1O,0.35,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2890>,12
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.17,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2900>,18
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.111,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2970>,20
CCC(O)(CC)CC,-0.85,<rdkit.Chem.rdchem.Mol object at 0x15206ccb29e0>,8
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2a50>,21
Brc1ccccc1Br,-3.5,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2ac0>,8
Oc1c(Cl)cc(Cl)cc1Cl,-2.34,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2b30>,10
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2ba0>,23
O=C1c2ccccc2Cc2ccccc2N1CCF,-4.799,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2c10>,19
CC(C)C(=O)C(C)C,-1.3,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2c80>,8
CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.593,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2cf0>,17
COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,-2.943,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2d60>,19
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.8759999999999999,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2dd0>,14
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.173,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2e40>,29
Cc1ccc(O)cc1C,-1.38,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2eb0>,9
c1ccc(Oc2ccccc2)cc1,-3.96,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2f20>,13
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56,<rdkit.Chem.rdchem.Mol object at 0x15206ccb2f90>,18
NC(=O)c1cccnc1,0.61,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3040>,9
Sc1ccccc1,-2.12,<rdkit.Chem.rdchem.Mol object at 0x15206ccb30b0>,7
CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3120>,13
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-6.86,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3190>,18
CSSC,-1.44,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3200>,4
NC(=O)c1ccccc1,-0.96,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3270>,9
Clc1ccccc1Br,-3.19,<rdkit.Chem.rdchem.Mol object at 0x15206ccb32e0>,8
COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,-0.742,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3350>,31
CCCCC(O)CC,-1.47,<rdkit.Chem.rdchem.Mol object at 0x15206ccb33c0>,8
CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,-4.553999999999999,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3430>,20
Oc1cc(Cl)cc(Cl)c1,-1.34,<rdkit.Chem.rdchem.Mol object at 0x15206ccb34a0>,9
Cc1cccc2c1ccc1ccccc12,-5.85,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3510>,15
CCCCC(CC)CO,-2.11,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3580>,9
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.2860000000000005,<rdkit.Chem.rdchem.Mol object at 0x15206ccb35f0>,15
Cc1ccccc1,-2.21,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3660>,7
Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76,<rdkit.Chem.rdchem.Mol object at 0x15206ccb36d0>,11
C1=CCCCCC1,-3.18,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3740>,7
CN(C)C(=S)SSC(=S)N(C)C,-3.9,<rdkit.Chem.rdchem.Mol object at 0x15206ccb37b0>,12
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-3.2460000000000004,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3820>,24
CCCCCCCCCCO,-3.63,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3890>,11
CCC(C)(C)CC,-4.23,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3900>,7
CNC(=O)C(C)SCCSP(=O)(OC)OC,1.144,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3970>,16
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,<rdkit.Chem.rdchem.Mol object at 0x15206ccb39e0>,11
CCCC=O,-0.01,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3a50>,5
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3ac0>,31
CCCC,-2.57,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3b30>,4
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.099,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3ba0>,27
ClC(Cl)C(Cl)(Cl)Cl,-2.6,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3c10>,7
CCOC(=O)c1ccccc1C(=O)OCC,-2.35,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3c80>,16
CC(C)CO,0.1,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3cf0>,5
CC(C)Cc1ccccc1,-4.12,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3d60>,10
ICI,-2.34,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3dd0>,3
CCCC(O)CCC,-1.4,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3e40>,8
CCCCCOC(C)=O,-1.89,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3eb0>,9
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3f20>,11
CCCc1ccccc1,-3.37,<rdkit.Chem.rdchem.Mol object at 0x15206ccb3f90>,9
FC(F)(Cl)C(F)(F)Cl,-2.74,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4040>,8
CC=CC=O,0.32,<rdkit.Chem.rdchem.Mol object at 0x15206ccb40b0>,5
CN(C)C(=O)N(C)C,0.94,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4120>,8
Cc1cc(C)c(C)cc1C,-4.59,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4190>,10
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.8,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4200>,25
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4270>,19
O=C(Nc1ccccc1)c1ccccc1O,-3.59,<rdkit.Chem.rdchem.Mol object at 0x15206ccb42e0>,16
C=C(Cl)CSC(=S)N(CC)CC,-3.39,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4350>,12
CCCl,-1.06,<rdkit.Chem.rdchem.Mol object at 0x15206ccb43c0>,3
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4430>,20
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46,<rdkit.Chem.rdchem.Mol object at 0x15206ccb44a0>,21
C/C=C\CC,-2.54,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4510>,5
CNC(=O)ON=C(CSC)C(C)(C)C,-1.62,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4580>,14
O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-2.982,<rdkit.Chem.rdchem.Mol object at 0x15206ccb45f0>,16
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4660>,19
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62,<rdkit.Chem.rdchem.Mol object at 0x15206ccb46d0>,21
O=C(c1ccccc1)c1ccccc1,-3.12,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4740>,14
CCCCCCCCCCCCCCCCCCCC,-8.172,<rdkit.Chem.rdchem.Mol object at 0x15206ccb47b0>,20
c1ccc(NNc2ccccc2)cc1,-2.92,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4820>,14
CCC(CC)CO,-1.17,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4890>,7
Oc1ccncc1,1.02,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4900>,7
Cl/C=C\Cl,-1.3,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4970>,4
CC1CCCC1,-3.3,<rdkit.Chem.rdchem.Mol object at 0x15206ccb49e0>,6
CC(C)CC(C)O,-0.8,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4a50>,7
Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,-3.928,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4ac0>,19
CC(C)(C)CO,-0.4,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4b30>,6
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4ba0>,20
Cc1cc(C(=O)NNCc2ccccc2)no1,-2.461,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4c10>,17
C=CC,-1.08,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4c80>,3
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.953,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4cf0>,17
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,-4.632,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4d60>,22
O=C1c2ccccc2C(=O)c2ccccc21,-5.19,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4dd0>,16
CCCCCCC(C)O,-2.09,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4e40>,9
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4eb0>,18
CCCCc1ccccc1,-4.06,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4f20>,10
O=C1NC(=O)C(=O)N1,-0.4,<rdkit.Chem.rdchem.Mol object at 0x15206ccb4f90>,8
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,<rdkit.Chem.rdchem.Mol object at 0x15206ccb5040>,27
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-3.451,<rdkit.Chem.rdchem.Mol object at 0x15206ccb50b0>,22
CC(=O)OCC(C)C,-1.21,<rdkit.Chem.rdchem.Mol object at 0x15206ccb5120>,8
CC(C)C(C)(C)C,-4.36,<rdkit.Chem.rdchem.Mol object at 0x15206ccb5190>,7
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-7.66,<rdkit.Chem.rdchem.Mol object at 0x15206ccb5200>,19
N#Cc1ccccc1C#N,-2.38,<rdkit.Chem.rdchem.Mol object at 0x15206ccb5270>,10
Cc1cccc([N+](=O)[O-])c1,-2.44,<rdkit.Chem.rdchem.Mol object at 0x15206ccb52e0>,10
FC(F)(F)C(Cl)Br,-1.71,<rdkit.Chem.rdchem.Mol object at 0x15206ccb5350>,7
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,<rdkit.Chem.rdchem.Mol object at 0x15206ccb53c0>,14
CCSCCSP(=S)(OC)OC,-3.091,<rdkit.Chem.rdchem.Mol object at 0x15206ccb5430>,12
CCC(C)C,-3.18,<rdkit.Chem.rdchem.Mol object at 0x15206ccb54a0>,5
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,<rdkit.Chem.rdchem.Mol object at 0x15206ccb5510>,19
